,dec_0_norm,dec_1_norm,dec_2_norm,dec_3_norm,dec_4_norm,dec_5_norm,dec_6_norm,dec_7_norm
256,0.99136037,0.99135417,0.9913554,0.99135303,0.9913589,0.9913561,0.99134624,0.99135286
257,0.9470628,0.9469949,0.94693047,0.94687855,0.9468542,0.9468643,0.94683856,0.94680774
258,0.77478117,0.7747192,0.7746374,0.7745742,0.7746099,0.7745983,0.7745784,0.77456176
259,0.9693293,0.9693304,0.9693309,0.9693312,0.96933085,0.96933395,0.9693347,0.96933615
260,0.8111263,0.8115978,0.81117105,0.8109725,0.81118435,0.8110056,0.81106746,0.81081736
261,0.8778941,0.8779475,0.87777686,0.87761945,0.8776938,0.8776176,0.8776311,0.87751263
262,0.9733747,0.9733467,0.97332054,0.9732955,0.97331524,0.9732871,0.973286,0.9732609
263,0.97274387,0.97274375,0.97274333,0.9727451,0.9727465,0.97274315,0.97274226,0.97274107
264,0.9320718,0.9320202,0.93201464,0.93186843,0.9318295,0.9318403,0.93178654,0.9318442
265,0.7836812,0.7835884,0.7834384,0.7833118,0.78331715,0.78330415,0.7832684,0.78322715
266,0.8888116,0.8890737,0.88888645,0.88861495,0.88841176,0.88859653,0.88870496,0.88862795
267,0.7734264,0.7733129,0.773195,0.77310723,0.77309793,0.77308255,0.77303225,0.7730186
268,0.8689643,0.86888504,0.8686719,0.86853755,0.86838466,0.8683632,0.86824256,0.8683682
269,0.9560116,0.95604324,0.95597756,0.9558488,0.9558241,0.95586306,0.9557977,0.9557672
